"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6420","0","141.1","68.3","-0.9","96","0.0"
"","Haryana","6370","133","130.6","77.7","4.0","345","7.5"
"","Rajasthan","9571","0","204.7","67.4","3.8","468","5.6"
"","Delhi","4730","0","95.5","82.3","-2.4","71","0.1"
"","UP","15463","0","331.4","140.6","4.7","830","0.0"
"","Uttarakhand","1947","0","38.0","17.6","0.3","220","1.7"
"","HP","1307","5","24.7","10.9","3.4","663","0.5"
"","J&K","2032","508","41.8","26.6","0.4","554","9.9"
"","Chandigarh","212","0","4.2","4.4","-0.2","36","0.0"
"WR","Chhattisgarh","3749","0","88.5","20.0","-1.7","99","0.0"
"","Gujarat","15459","0","346.7","167.2","5.7","565","0.0"
"","MP","8754","0","194.0","92.7","-1.3","530","0.0"
"","Maharashtra","23042","0","509.1","153.3","-1.3","594","0.0"
"","Goa","512","0","11.2","11.2","-0.5","49","0.0"
"","DD","321","0","7.0","6.2","0.9","49","0.0"
"","DNH","755","0","17.7","17.2","0.5","39","0.0"
"","Essar steel","89","0","3.0","3.1","0.0","103","0.0"
"SR","Andhra Pradesh","8640","0","179.3","59.1","2.2","487","0.0"
"","Telangana","7058","0","149.4","41.0","-1.4","206","0.0"
"","Karnataka","8996","0","197.0","64.4","-2.5","430","0.0"
"","Kerala","3600","0","69.8","48.9","0.6","235","0.0"
"","Tamil Nadu","13998","0","316.9","149.2","0.8","525","0.0"
"","Pondy","380","0","8.1","8.3","-0.2","67","0.0"
"ER","Bihar","4656","0","82.9","83.3","-3.3","190","0.0"
"","DVC","2981","0","69.9","-54.7","3.7","225","1.5"
"","Jharkhand","1291","0","25.8","20.9","0.5","100","0.0"
"","Odisha","4245","0","91.1","39.8","0.4","100","0.0"
"","West Bengal","8590","0","168.9","57.9","1.0","225","0.0"
"","Sikkim","89","0","1.3","1.0","0.3","15","0.0"
"NER","Arunachal Pradesh","109","9","2.0","2.7","-0.7","35","0.0"
"","Assam","1185","305","17.3","14.7","0.4","138","2.5"
"","Manipur","126","9","1.7","2.2","-0.5","6","0.1"
"","Meghalaya","255","0","3.1","2.4","-0.7","20","0.0"
"","Mizoram","71","5","1.4","1.2","-0.1","2","0.0"
"","Nagaland","95","10","1.6","2.0","-0.5","13","0.1"
"","Tripura","145","38","2.6","3.2","-0.6","0","0.3"
