"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4623","0","87.0","41.2","0.3","229"
"","Haryana","4892","0","90.6","51.0","-1.1","464"
"","Rajasthan","8604","0","172.6","63.1","1.0","309"
"","Delhi","3348","0","58.5","40.4","-0.8","273"
"","UP","10454","1480","217.5","87.9","-2.3","296"
"","Uttarakhand","1647","75","31.8","21.3","1.6","149"
"","HP","1339","0","25.5","19.4","0.5","104"
"","J&K","1661","100","36.4","31.6","-1.0","91"
"","Chandigarh","194","0","3.4","3.4","0.0","17"
"WR","Chhattisgarh","2859","59","61.7","11.2","-1.5","309"
"","Gujarat","10863","15","240.5","71.3","-1.6","812"
"","MP","6159","21","121.0","61.3","-0.8","376"
"","Maharashtra","15329","122","327.9","96.3","-0.3","764"
"","Goa","391","1","7.9","7.5","-0.2","92"
"","DD","236","1","5.8","5.5","0.3","22"
"","DNH","627","2","14.7","14.4","0.3","57"
"","Essar steel","508","2","10.4","9.9","0.4","37"
"SR","Andhra Pradesh","11264","300","244.8","88.1","3.2","449"
"","Karnataka","8406","400","178.7","20.2","0.8","222"
"","Kerala","3437","125","64.0","32.4","1.5","192"
"","Tamil Nadu","11411","1404","253.8","86.4","2.6","432"
"","Pondy","305","0","6.2","6.2","0.0","64"
"ER","Bihar","2050","0","41.9","38.5","0.6","135"
"","DVC","2590","0","57.0","-15.3","-1.9","165"
"","Jharkhand","940","0","20.0","11.0","-0.8","85"
"","Odisha","3036","0","57.1","9.8","-0.7","315"
"","West Bengal","6226","14","109.2","19.1","2.0","395"
"","Sikkim","103","0","1.4","1.4","0.0","32"
"NER","Arunachal Pradesh","114","3","1.5","1.2","0.3","46"
"","Assam","965","193","16.6","11.6","1.7","154"
"","Manipur","105","10","1.4","1.3","0.1","47"
"","Meghalaya","260","13","4.7","2.9","1.1","65"
"","Mizoram","68","7","1.1","0.8","0.0","20"
"","Nagaland","92","2","1.4","1.3","-0.3","33"
"","Tripura","203","1","2.9","0.3","0.3","58"
