"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7368","0","155.3","98.5","0.7","175"
"","Haryana","6971","0","151.8","64.3","-1.2","164"
"","Rajasthan","7903","0","175.3","75.8","-4.7","147"
"","Delhi","4374","6","93.9","66.8","-3.6","80"
"","UP","11439","2005","242.2","112.9","-0.4","327"
"","Uttarakhand","1419","155","30.9","10.9","2.5","328"
"","HP","1090","76","21.3","2.8","1.3","373"
"","J&K","1603","100","29.6","15.0","0.9","249"
"","Chandigarh","228","0","4.6","5.1","-0.5","15"
"WR","Chhattisgarh","2703","10","66.9","10.7","3.6","170"
"","Gujarat","11924","20","269.2","72.6","-1.1","475"
"","MP","6958","0","145.6","73.2","-4.1","202"
"","Maharashtra","15267","55","321.6","97.5","-4.7","327"
"","Goa","348","0","7.0","7.5","-0.9","37"
"","DD","247","0","6.0","6.6","-0.5","31"
"","DNH","629","0","14.7","14.8","-0.1","42"
"","Essar steel","369","0","7.0","7.1","-0.1","51"
"SR","Andhra Pradesh","10312","0","237.5","61.6","-0.6","248"
"","Karnataka","6415","300","126.8","13.9","-1.5","248"
"","Kerala","2648","0","47.8","16.4","-1.3","263"
"","Tamil Nadu","10963","211","240.5","75.3","4.2","510"
"","Pondy","306","0","6.2","6.6","-0.4","15"
"ER","Bihar","2069","0","41.5","38.0","3.5","395"
"","DVC","2301","0","52.9","-30.1","2.9","355"
"","Jharkhand","848","0","19.2","13.9","-1.0","265"
"","Odisha","3520","0","70.5","14.4","-1.1","285"
"","West Bengal","6235","0","118.1","19.3","2.9","350"
"","Sikkim","73","0","1.0","1.0","0.0","30"
"NER","Arunachal Pradesh","98","2","1.4","1.5","-0.1","40"
"","Assam","1095","167","22.9","14.5","2.9","278"
"","Manipur","114","1","1.3","1.9","-0.6","26"
"","Meghalaya","218","1","4.9","0.9","0.7","62"
"","Mizoram","62","1","0.9","1.1","-0.4","5"
"","Nagaland","100","2","1.7","1.4","0.0","28"
"","Tripura","217","1","3.9","1.1","1.1","64"
