"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11041","0","256.0","130.7","-1.6","92","0.0"
"","Haryana","9355","0","203.2","132.7","-0.3","215","0.0"
"","Rajasthan","11798","0","257.8","74.4","2.4","412","0.0"
"","Delhi","6537","0","134.7","114.7","-2.1","118","0.1"
"","UP","21172","540","453.9","205.1","0.2","678","0.0"
"","Uttarakhand","2101","0","53.2","18.4","1.0","152","0.0"
"","HP","1478","0","30.8","4.5","1.1","126","0.0"
"","J&K","2122","530","48.9","25.3","-0.8","123","11.5"
"","Chandigarh","330","0","6.5","7.6","-1.1","0","0.0"
"WR","Chhattisgarh","3982","0","92.8","38.9","0.0","473","0.0"
"","Gujarat","15335","0","328.7","71.6","7.1","731","0.0"
"","MP","9206","0","211.2","134.5","-0.1","496","0.0"
"","Maharashtra","20337","0","460.8","121.1","0.9","524","0.0"
"","Goa","541","0","11.5","10.4","0.5","102","0.0"
"","DD","344","0","7.6","7.1","0.5","59","0.0"
"","DNH","722","0","16.9","17.2","-0.3","129","0.0"
"","Essar steel","309","0","5.4","5.3","0.1","274","0.0"
"SR","Andhra Pradesh","9193","0","198.7","40.6","-2.0","408","0.0"
"","Telangana","7890","0","169.8","49.8","-0.5","389","0.0"
"","Karnataka","9650","0","190.3","71.8","1.1","556","0.0"
"","Kerala","3598","0","69.0","55.1","1.5","215","0.0"
"","Tamil Nadu","15875","0","339.2","131.6","-1.5","970","0.0"
"","Pondy","430","0","8.8","8.9","-0.1","62","0.0"
"ER","Bihar","5334","0","108.2","102.3","3.5","340","0.0"
"","DVC","3348","0","67.3","-49.0","-0.6","300","0.0"
"","Jharkhand","1113","0","26.8","21.7","-0.5","150","0.0"
"","Odisha","4581","0","92.3","38.1","1.4","520","0.0"
"","West Bengal","9989","0","190.8","67.4","2.0","350","0.0"
"","Sikkim","93","0","1.3","1.5","-0.2","30","0.0"
"NER","Arunachal Pradesh","129","2","2.2","2.3","-0.1","63","0.0"
"","Assam","1673","142","31.0","25.7","0.5","194","2.2"
"","Manipur","156","4","2.7","2.3","0.4","30","0.0"
"","Meghalaya","333","0","6.1","1.1","0.2","86","0.0"
"","Mizoram","86","1","1.7","1.3","0.2","15","0.0"
"","Nagaland","131","3","2.2","2.4","-0.3","41","0.0"
"","Tripura","267","5","5.4","4.5","0.0","24","0.1"
