"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10747","0","238.7","136.4","-0.4","117","0.0"
"","Haryana","9454","0","195.4","126.4","-0.8","113","0.0"
"","Rajasthan","8275","0","179.0","76.5","0.6","291","0.0"
"","Delhi","5696","0","116.4","92.3","-0.7","151","0.1"
"","UP","17282","100","362.6","164.7","-1.2","321","4.5"
"","Uttarakhand","1811","0","38.1","13.4","-0.8","130","0.0"
"","HP","1319","0","27.7","-0.8","2.4","214","0.0"
"","J&K","1984","496","39.9","15.1","-1.3","163","9.5"
"","Chandigarh","314","0","6.4","7.2","-0.8","4","0.0"
"WR","Chhattisgarh","3262","0","78.9","24.3","3.0","227","0.0"
"","Gujarat","11351","0","247.6","64.0","0.3","509","0.0"
"","MP","6810","0","144.3","94.9","-0.7","440","0.0"
"","Maharashtra","16110","0","355.8","86.7","-0.9","448","0.0"
"","Goa","393","0","8.3","7.9","-0.1","121","0.0"
"","DD","319","0","7.0","6.1","0.9","75","0.0"
"","DNH","728","0","16.6","16.1","0.4","44","0.0"
"","Essar steel","550","0","10.8","10.2","0.6","213","0.0"
"SR","Andhra Pradesh","7269","0","156","44","5","678","0.0"
"","Telangana","7690","0","165","85","0","327","0.0"
"","Karnataka","7552","0","164","45","2","425","0.0"
"","Kerala","3031","0","60","45","2","253","0.0"
"","Tamil Nadu","14821","0","315","116","5","672","0.0"
"","Pondy","357","0","8","8","0","49","0.0"
"ER","Bihar","4159","0","73.6","70.9","0.0","200","0.0"
"","DVC","3109","0","66.0","-24.4","-0.1","410","0.0"
"","Jharkhand","1161","0","22.8","15.6","1.5","150","0.0"
"","Odisha","4258","0","80.1","27.8","1.9","280","0.0"
"","West Bengal","7699","0","143.1","48.1","2.6","150","0.0"
"","Sikkim","111","0","1.3","1.2","0.1","35","0.0"
"NER","Arunachal Pradesh","108","2","2.0","2.5","-0.6","58","0.0"
"","Assam","1670","72","29.9","23.7","1.9","193","0.6"
"","Manipur","135","6","1.9","2.1","-0.2","4","0.1"
"","Meghalaya","253","0","4.6","-0.4","-0.3","41","0.0"
"","Mizoram","74","1","1.3","1.1","0.1","15","0.0"
"","Nagaland","115","0","1.8","1.9","-0.2","48","0.0"
"","Tripura","231","6","3.9","2.7","-0.1","136","0.1"
