"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9302","0","195.9","110.6","0.1","120"
"","Haryana","7504","0","161.1","120.3","-0.9","293"
"","Rajasthan","7146","0","162.3","47.2","-0.6","228"
"","Delhi","5228","0","105.4","84.8","-1.0","290"
"","UP","12025","3120","264.4","121.6","3.5","776"
"","Uttarakhand","1714","0","35.0","11.9","1.0","268"
"","HP","1242","0","26.0","2.3","1.8","124"
"","J&K","1907","477","36.5","20.4","0.7","217"
"","Chandigarh","322","0","6.2","6.2","0.3","29"
"WR","Chhattisgarh","2970","96","65.6","21.9","-1.9","127"
"","Gujarat","11930","50","268.8","55.0","-2.9","539"
"","MP","6235","0","127.7","89.2","-2.5","166"
"","Maharashtra","18091","78","400.3","109.7","-0.1","514"
"","Goa","399","0","8.5","7.9","0.0","73"
"","DD","291","0","6.6","6.6","0.0","22"
"","DNH","685","0","16.0","16.4","-0.4","3"
"","Essar steel","419","0","8.2","8.2","0.0","181"
"SR","Andhra Pradesh","6497","0","142.8","29.6","1.4","812"
"","Telangana","5712","0","129.8","87.0","-1.1","301"
"","Karnataka","8006","800","170.1","32.9","3.5","490"
"","Kerala","3300","125","61.6","30.2","2.1","254"
"","Tamil Nadu","13676","0","298.7","100.1","-0.3","425"
"","Pondy","327","15","7.0","6.9","0.1","39"
"ER","Bihar","2797","300","57.6","56.8","-1.5","300"
"","DVC","2479","0","58.5","-23.2","-1.7","325"
"","Jharkhand","1062","0","21.3","11.3","-1.1","155"
"","Odisha","3651","200","73.1","18.5","0.5","250"
"","West Bengal","7148","25","141.0","48.1","1.1","323"
"","Sikkim","79","0","1.0","1.3","-0.3","25"
"NER","Arunachal Pradesh","108","2","1.3","2.0","-0.7","18"
"","Assam","1246","151","26.4","20.9","1.5","172"
"","Manipur","128","2","2.1","2.3","-0.1","19"
"","Meghalaya","283","2","4.7","0.6","-0.5","31"
"","Mizoram","78","1","1.1","1.0","0.1","26"
"","Nagaland","108","7","1.7","1.4","0.2","41"
"","Tripura","233","5","3.2","1.2","-0.1","73"
