"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6833","0","136.7","76.1","1.8","242"
"","Haryana","7125","325","139.5","104.6","0.3","334"
"","Rajasthan","9440","53","196.8","70.8","2.5","378"
"","Delhi","5637","0","114.6","93.0","0.0","220"
"","UP","17332","-2100","350.9","150.3","1.6","489"
"","Uttarakhand","1895","0","39.3","22.0","-0.3","107"
"","HP","1207","0","25.6","3.8","-10.2","206"
"","J&K","1813","453","32.2","16.4","-3.4","222"
"","Chandigarh","321","0","6.1","6.2","-0.1","28"
"WR","Chhattisgarh","3878","0","91.6","34.0","-1.4","145"
"","Gujarat","15458","0","348.5","72.1","-2.9","563"
"","MP","8466","0","184.7","101.7","-1.1","630"
"","Maharashtra","21573","0","485.4","165.0","-0.9","485"
"","Goa","518","0","11.1","9.5","1.0","82"
"","DD","321","0","7.3","6.9","0.4","33"
"","DNH","746","0","17.2","16.5","0.7","47"
"","Essar steel","496","0","10.1","9.5","0.5","192"
"SR","Andhra Pradesh","7526","0","160.0","27.4","1.0","433"
"","Telangana","7994","0","168.6","69.6","-0.8","496"
"","Karnataka","9258","0","204.3","71.1","1.9","278"
"","Kerala","3648","0","73.6","55.7","1.2","240"
"","Tamil Nadu","14819","0","321.8","134.3","-1.4","811"
"","Pondy","352","0","7.8","8.1","-0.3","42"
"ER","Bihar","3836","100","69.1","69.2","-1.0","385"
"","DVC","2925","0","66.4","-35.4","-1.3","365"
"","Jharkhand","1145","0","24.8","16.8","2.4","225"
"","Odisha","4240","0","83.6","23.2","0.7","402"
"","West Bengal","8359","0","153.3","37.1","3.0","439"
"","Sikkim","73","0","1.2","0.8","0.4","25"
"NER","Arunachal Pradesh","86","3","2.0","1.6","0.5","35"
"","Assam","1348","39","22.2","16.4","2.3","185"
"","Manipur","146","1","2.3","2.0","0.3","19"
"","Meghalaya","258","0","4.2","2.7","-0.6","21"
"","Mizoram","79","0","1.5","1.1","0.4","25"
"","Nagaland","99","1","2.1","1.8","0.0","14"
"","Tripura","147","36","2.4","1.6","-1.3","47"
