"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10261","0","228.4","132.2","0.8","216","0.0"
"","Haryana","8392","0","178.4","125.0","1.7","401","0.0"
"","Rajasthan","7127","0","155.0","55.9","2.3","613","0.0"
"","Delhi","5012","0","104.9","85.6","-1.7","162","0.1"
"","UP","15808","0","336.7","159.3","0.5","515","0.0"
"","Uttarakhand","1790","0","39.0","14.3","1.5","183","0.0"
"","HP","1429","0","26.3","-2.6","2.4","244","0.0"
"","J&K","1869","467","37.0","13.4","-2.4","23","8.8"
"","Chandigarh","304","0","6.0","7.0","-1.0","0","0.0"
"WR","Chhattisgarh","3457","0","78.8","16.3","-0.6","187","0.0"
"","Gujarat","9601","0","213.0","48.4","-2.0","753","0.0"
"","MP","6596","0","140.5","68.6","-2.4","541","0.0"
"","Maharashtra","16849","0","369.7","99.6","2.4","557","0.0"
"","Goa","380","0","8.1","8.1","0.0","62","0.0"
"","DD","312","0","6.8","6.3","0.5","57","0.0"
"","DNH","731","0","16.6","16.4","0.2","46","0.0"
"","Essar steel","505","0","9.6","9.7","-0.1","143","0.0"
"SR","Andhra Pradesh","7649","0","165","47","3.8","593","0.0"
"","Telangana","8320","0","179","108","-0.3","476","0.0"
"","Karnataka","8178","0","176","67","2.8","401","0.0"
"","Kerala","3356","0","65","45","1.6","227","0.0"
"","Tamil Nadu","14654","0","319","108","5.4","654","0.0"
"","Pondy","368","0","8","8","-0.1","44","0.0"
"ER","Bihar","3735","0","73.2","70.3","-0.3","225","0.0"
"","DVC","2601","0","58.9","-25.4","0.6","220","0.0"
"","Jharkhand","970","0","21.0","12.4","-1.1","85","0.0"
"","Odisha","3845","0","72.9","22.5","0.7","220","0.0"
"","West Bengal","6349","0","117.2","30.9","0.1","250","0.0"
"","Sikkim","103","0","1.8","1.1","0.7","5","0.0"
"NER","Arunachal Pradesh","102","2","2.0","2.9","-0.9","-30","0.0"
"","Assam","1590","94","25.6","20.5","0.5","161","2.1"
"","Manipur","130","1","1.9","2.3","-0.4","12","0.0"
"","Meghalaya","266","0","4.4","-0.8","-0.1","48","0.0"
"","Mizoram","77","1","1.4","1.3","0.0","17","0.0"
"","Nagaland","113","1","2.3","2.3","-0.2","35","0.0"
"","Tripura","208","1","3.5","2.9","-0.6","121","0.1"
