"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5487","0","105.3","51.2","-0.3","154","0.0"
"","Haryana","6181","0","102.4","44.5","-1.1","338","0.1"
"","Rajasthan","8664","0","182.2","60.3","1.3","570","0.2"
"","Delhi","3727","0","79.8","62.3","-1.9","66","0.1"
"","UP","14052","0","267.0","80.8","-1.0","480","0.0"
"","Uttarakhand","1635","0","31.9","18.6","0.0","71","0.0"
"","HP","1226","0","23.5","15.0","0.4","135","0.0"
"","J&K","2166","490","34.6","29.1","-2.3","235","9.9"
"","Chandigarh","195","0","3.9","3.8","0.1","34","0.0"
"WR","Chhattisgarh","3692","0","84.7","16.8","-1.5","107","0.0"
"","Gujarat","15315","0","342.1","187.3","-2.6","491","0.0"
"","MP","8445","0","178.3","78.1","-4.3","211","0.0"
"","Maharashtra","22105","0","476.1","154.2","-0.3","478","0.0"
"","Goa","537","0","11.5","10.1","0.7","58","0.0"
"","DD","311","0","7.0","6.5","0.5","69","0.0"
"","DNH","760","0","18.0","17.0","0.9","114","0.0"
"","Essar steel","288","0","5.7","5.6","0.0","197","0.0"
"SR","Andhra Pradesh","8360","0","177.4","68.1","0.0","406","0.0"
"","Telangana","7837","0","167.0","80.1","-0.6","386","0.0"
"","Karnataka","10208","0","224.6","87.9","1.2","312","0.0"
"","Kerala","3740","0","76.2","51.8","1.6","318","0.0"
"","Tamil Nadu","14854","0","329.5","166.3","1.3","793","0.0"
"","Pondy","374","0","7.9","8.1","-0.3","35","0.0"
"ER","Bihar","4535","0","79.4","75.6","0.3","385","0.0"
"","DVC","2786","0","62.9","-52.1","-1.8","345","0.0"
"","Jharkhand","989","0","22.7","13.0","-0.2","135","0.0"
"","Odisha","3644","0","72.0","20.7","-0.4","345","0.0"
"","West Bengal","7401","0","145.7","23.1","1.2","402","0.0"
"","Sikkim","97","0","1.3","1.4","-0.2","20","0.0"
"NER","Arunachal Pradesh","116","5","2.0","1.2","0.8","65","0.0"
"","Assam","1469","56","25.2","21.3","1.2","95","0.6"
"","Manipur","154","8","2.0","2.3","-0.2","24","0.0"
"","Meghalaya","279","0","4.6","2.5","-0.2","45","0.0"
"","Mizoram","82","2","1.4","0.9","0.5","10","0.0"
"","Nagaland","118","3","1.9","1.6","0.2","30","0.0"
"","Tripura","253","8","4.1","2.7","1.0","50","0.0"
