"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11778","0","273.6","140.2","-0.8","56","0.0"
"","Haryana","9297","0","201.8","154.5","0.7","249","0.0"
"","Rajasthan","11018","0","237.5","54.5","2.8","427","0.4"
"","Delhi","5615","0","115.5","90.8","0.2","202","0.1"
"","UP","15159","0","334.5","179.0","0.1","347","0.1"
"","Uttarakhand","1826","0","38.4","18.7","0.5","162","0.0"
"","HP","1343","0","28.4","-3.6","4.1","365","0.1"
"","J&K","2092","523","43.0","19.5","-2.0","248","10.2"
"","Chandigarh","277","0","5.9","6.3","-0.5","23","0.0"
"WR","Chhattisgarh","4106","0","92.9","31.3","-1.7","268","0.0"
"","Gujarat","15172","0","342.9","56.6","3.2","311","0.0"
"","MP","8428","0","186.3","86.1","2.8","586","0.0"
"","Maharashtra","20064","9","440.6","108.4","1.0","405","0.2"
"","Goa","444","0","11.6","8.7","2.3","150","0.0"
"","DD","329","0","7.5","6.4","1.1","86","0.0"
"","DNH","754","0","17.5","16.0","1.5","91","0.0"
"","Essar steel","479","0","10.2","10.3","-0.1","252","0.0"
"SR","Andhra Pradesh","8710","0","185.4","16.2","0.8","406","0.0"
"","Telangana","9932","0","212.0","109.3","-0.6","480","0.0"
"","Karnataka","8827","0","187.1","48.1","0.7","394","0.0"
"","Kerala","3232","0","65.7","27.6","0.1","159","0.0"
"","Tamil Nadu","13953","0","299.7","89.5","-1.5","492","0.0"
"","Pondy","345","10","7.7","7.9","-0.3","38","0.1"
"ER","Bihar","4460","0","82.3","82.6","-0.6","200","0.0"
"","DVC","2965","0","69.1","-34.2","-0.5","150","0.0"
"","Jharkhand","1098","0","22.6","19.7","0.7","80","0.0"
"","Odisha","5297","0","107.9","60.4","-0.5","220","0.0"
"","West Bengal","7856","0","152.1","47.1","4.8","300","0.0"
"","Sikkim","85","0","1.3","1.6","-0.3","12","0.0"
"NER","Arunachal Pradesh","118","2","2.4","2.6","-0.2","0","0.0"
"","Assam","1734","86","32.9","27.1","1.3","222","1.1"
"","Manipur","170","1","2.4","2.4","0.0","15","0.0"
"","Meghalaya","310","0","5.9","0.7","-0.1","64","0.0"
"","Mizoram","85","1","1.4","1.0","0.1","6","0.0"
"","Nagaland","116","2","2.2","1.8","0.0","9","0.0"
"","Tripura","264","11","4.3","5.6","0.3","43","0.1"
