"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5339","0","100.7","36.7","-0.6","182"
"","Haryana","5789","0","113.0","71.4","-0.7","175"
"","Rajasthan","9122","0","200.8","69.7","2.6","269"
"","Delhi","3309","0","55.5","42.0","1.9","253"
"","UP","12619","0","267.3","79.5","-1.6","278"
"","Uttarakhand","1690","0","30.7","15.9","-0.1","73"
"","HP","1375","0","23.9","20.5","-0.4","187"
"","J&K","1700","425","37.0","38.6","-4.7","0"
"","Chandigarh","177","0","3.0","3.2","-0.2","18"
"WR","Chhattisgarh","3094","0","65.5","12.2","-1.0","338"
"","Gujarat","12392","0","265.9","100.4","-0.9","386"
"","MP","11401","0","221.0","124.4","-2.3","366"
"","Maharashtra","19168","0","397.4","119.7","-0.8","309"
"","Goa","386","0","8.0","6.0","1.3","119"
"","DD","258","0","5.9","5.9","0.0","29"
"","DNH","667","0","15.5","15.6","0.0","64"
"","Essar steel","519","0","10.4","9.7","0.7","240"
"SR","Andhra Pradesh","6162","0","134.6","23.5","2.4","528"
"","Telangana","7128","0","142.4","66.4","1.6","294"
"","Karnataka","7814","0","167.5","57.7","3.2","801"
"","Kerala","3148","0","58.9","51.1","2.3","282"
"","Tamil Nadu","11534","0","245.6","139.1","0.8","547"
"","Pondy","256","0","5.4","6.1","-0.7","45"
"ER","Bihar","3456","0","57.7","54.4","2.5","350"
"","DVC","2319","0","53.2","-33.0","-1.1","130"
"","Jharkhand","1127","0","21.7","13.8","2.2","240"
"","Odisha","3647","0","68.3","19.4","1.0","160"
"","West Bengal","5591","0","88.0","17.2","1.1","230"
"","Sikkim","88","0","1.8","1.4","0.4","25"
"NER","Arunachal Pradesh","89","0","2.0","1.8","0.2","33"
"","Assam","1330","7","21.4","16.7","1.4","145"
"","Manipur","148","3","2.2","2.5","-0.3","29"
"","Meghalaya","264","0","4.7","4.1","-0.2","19"
"","Mizoram","74","2","1.3","1.4","-0.2","23"
"","Nagaland","98","2","1.8","1.9","-0.1","18"
"","Tripura","208","0","3.5","1.4","0.2","61"
