"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7116","0","165.2","50.4","-1.0","73","0.0"
"","Haryana","6835","0","140.9","82.3","0.2","187","0.0"
"","Rajasthan","9988","0","209.5","46.8","1.6","438","0.0"
"","Delhi","3954","0","84.9","57.6","-0.2","127","0.0"
"","UP","16543","0","360.7","145.3","0.2","343","0.0"
"","Uttarakhand","1726","0","35.2","9.8","0.0","134","0.0"
"","HP","1280","0","25.3","6.1","0.6","119","0.0"
"","J&K","2003","501","38.9","32.6","-4.6","56","9.3"
"","Chandigarh","176","0","3.3","3.9","-0.6","-6","0.0"
"WR","Chhattisgarh","4421","0","103.9","38.9","-1.6","1499","0.0"
"","Gujarat","16818","0","385.5","111.1","9.3","811","0.0"
"","MP","9750","0","219.3","105.7","0.6","1788","0.0"
"","Maharashtra","22168","0","491.1","178.3","3.6","1564","0.0"
"","Goa","540","0","14.0","8.7","2.1","96","0.0"
"","DD","323","0","7.2","6.2","1.0","110","0.0"
"","DNH","743","0","17.3","16.7","0.6","90","0.0"
"","Essar steel","327","0","6.2","6.0","0.1","264","0.0"
"SR","Andhra Pradesh","8214","0","186.5","52.5","1.6","391","0.0"
"","Telangana","10126","0","228.3","104.1","3.2","491","0.0"
"","Karnataka","8248","0","166.8","11.3","-1.6","495","0.0"
"","Kerala","3227","0","63.1","29.0","0.6","227","0.0"
"","Tamil Nadu","11488","0","244.2","141.8","0.4","473","0.0"
"","Pondy","287","0","6.0","6.2","-0.2","31","0.0"
"ER","Bihar","4885","0","95.0","95.1","-2.9","10","0.0"
"","DVC","2918","0","62.7","-16.8","2.5","250","0.0"
"","Jharkhand","1071","0","24.3","17.1","0.6","30","0.2"
"","Odisha","5284","1","116.0","44.1","3.7","500","1.0"
"","West Bengal","8256","0","162.7","49.9","1.9","550","0.0"
"","Sikkim","74","0","0.9","1.0","-0.1","15","0.0"
"NER","Arunachal Pradesh","125","4","2.3","2.3","0.0","212","0.0"
"","Assam","1750","80","27.0","21.4","0.5","153","1.0"
"","Manipur","170","5","3.1","2.4","0.7","27","0.0"
"","Meghalaya","276","0","4.8","2.9","-0.1","202","0.0"
"","Mizoram","87","2","1.6","0.7","0.5","13","0.0"
"","Nagaland","116","1","2.3","1.8","0.0","11","0.0"
"","Tripura","275","3","4.5","4.8","0.4","95","0.0"
