"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8150","0","164.6","101.5","0.4","0","0.0"
"","Haryana","7558","0","149.8","106.5","1.5","0","0.0"
"","Rajasthan","7911","0","169.9","51.8","0.3","0","0.0"
"","Delhi","4999","0","103.6","79.4","-0.3","0","0.0"
"","UP","17100","90","362.4","166.0","-0.8","0","0.0"
"","Uttarakhand","1845","0","39.6","12.6","1.5","0","0.0"
"","HP","1256","0","25.9","0.9","3.1","0","0.6"
"","J&K","1854","464","35.4","9.9","-0.5","0","8.4"
"","Chandigarh","249","0","5.3","5.9","-0.6","0","0.0"
"WR","Chhattisgarh","3905","0","91.0","32.9","-0.6","395","0.0"
"","Gujarat","10814","0","245.1","46.1","-0.8","372","0.0"
"","MP","7379","0","159.2","87.1","-0.6","723","0.0"
"","Maharashtra","19195","0","420.1","128.9","2.8","354","0.0"
"","Goa","407","0","9.0","8.8","0.2","74","0.0"
"","DD","315","0","7.1","6.4","0.7","69","0.0"
"","DNH","700","0","16.2","16.5","-0.3","2","0.0"
"","Essar steel","441","0","8.7","8.8","-0.1","397","0.0"
"SR","Andhra Pradesh","7419","0","158","33","3.1","536","0.0"
"","Telangana","8906","0","191","117","-1.7","385","0.0"
"","Karnataka","8600","0","199","79","2.6","644","0.0"
"","Kerala","3486","0","69","54","1.6","244","0.0"
"","Tamil Nadu","13684","0","291","118","-5.6","517","0.0"
"","Pondy","342","0","7","7","-0.4","29","0.0"
"ER","Bihar","3976","0","86.7","75.7","0.3","220","0.0"
"","DVC","2703","0","62.1","-24.0","1.0","225","0.0"
"","Jharkhand","1039","0","23.0","15.4","1.1","81","0.0"
"","Odisha","3874","0","78.8","25.1","-0.2","225","0.0"
"","West Bengal","8110","0","153.1","67.9","-1.6","250","0.1"
"","Sikkim","102","0","1.2","1.0","0.1","12","0.0"
"NER","Arunachal Pradesh","114","2","2.0","2.2","-0.2","27","0.0"
"","Assam","1628","90","31.6","23.7","3.0","152","0.8"
"","Manipur","153","2","2.0","2.0","0.1","21","0.0"
"","Meghalaya","268","0","4.8","-1.0","-0.3","37","0.0"
"","Mizoram","75","3","1.3","1.1","0.1","11","0.0"
"","Nagaland","106","3","2.2","2.0","0.0","12","0.0"
"","Tripura","226","7","4.3","3.0","0.6","84","0.1"
