"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4169","0","84.9","23.1","-0.6","83","0.0"
"","Haryana","4754","0","87.3","57.1","0.7","218","0.0"
"","Rajasthan","9993","0","192.7","47.8","1.8","354","0.0"
"","Delhi","2609","0","50.4","41.3","-0.7","158","0.0"
"","UP","12923","0","263.7","110.3","0.3","274","0.0"
"","Uttarakhand","1475","0","25.5","13.9","-0.3","224","0.0"
"","HP","991","0","17.4","7.4","-0.5","60","0.0"
"","J&K","1831","458","35.6","33.4","-5.3","282","8.5"
"","Chandigarh","145","0","2.7","3.2","-0.5","30","0.0"
"WR","Chhattisgarh","3345","0","72.5","10.9","-2.1","594","0.0"
"","Gujarat","10224","0","224.1","104.2","3.4","998","0.0"
"","MP","11693","0","241.0","151.6","-2.8","431","0.0"
"","Maharashtra","18984","0","401.6","118.7","-0.1","734","0.0"
"","Goa","444","0","9.4","9.8","-0.9","43","0.0"
"","DD","143","0","2.9","2.6","0.3","43","0.0"
"","DNH","397","0","8.5","8.3","0.2","85","0.0"
"","Essar steel","611","0","11.8","11.0","0.8","295","0.0"
"SR","Andhra Pradesh","8678","0","187.2","60.2","1.3","500","0.0"
"","Telangana","9180","0","189.4","100.1","1.9","607","0.0"
"","Karnataka","10046","0","197.2","60.9","1.6","555","0.0"
"","Kerala","3642","75","70.9","47.7","1.3","245","0.5"
"","Tamil Nadu","12500","0","251.1","137.6","-1.1","415","0.0"
"","Pondy","324","0","6.4","6.7","-0.3","43","0.0"
"ER","Bihar","4400","0","76.4","75.8","-1.9","407","0.0"
"","DVC","2961","0","62.8","-17.1","0.9","218","0.0"
"","Jharkhand","1184","0","25.4","15.9","-1.6","26","0.0"
"","Odisha","4984","0","92.2","47.3","2.4","365","0.0"
"","West Bengal","7150","0","130.5","32.1","-0.4","380","0.0"
"","Sikkim","78","0","1.0","1.6","-0.7","7","0.0"
"NER","Arunachal Pradesh","116","4","2.2","2.1","0.1","6","0.0"
"","Assam","1474","27","23.6","17.7","1.2","149","0.7"
"","Manipur","172","3","2.3","2.6","-0.2","15","0.0"
"","Meghalaya","301","0","5.3","3.2","0.0","32","0.0"
"","Mizoram","93","4","1.6","1.7","-0.1","11","0.0"
"","Nagaland","122","3","2.1","1.8","0.0","19","0.0"
"","Tripura","237","0","4.1","2.2","-0.1","8","0.0"
