"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5427","0","107.2","19.9","0.1","191","0.0"
"","Haryana","6422","0","123.4","67.9","1.7","221","1.2"
"","Rajasthan","11123","0","213.9","65.4","3.5","456","1.9"
"","Delhi","3929","0","67.3","49.7","-0.8","240","0.0"
"","UP","14022","40","299.4","100.0","0.6","937","0.7"
"","Uttarakhand","2260","0","41.5","28.2","4.1","337","0.0"
"","HP","1537","0","28.1","22.4","1.6","226","0.0"
"","J&K","2202","551","46.6","43.9","-1.5","34","11.0"
"","Chandigarh","216","0","3.5","3.5","0.0","21","0.0"
"WR","Chhattisgarh","3264","0","73.5","5.5","-0.8","394","0.0"
"","Gujarat","14066","0","309.5","108.3","3.2","409","0.0"
"","MP","11908","0","222.4","142.6","0.0","470","0.0"
"","Maharashtra","21189","0","430.8","142.7","0.1","786","0.0"
"","Goa","482","0","9.9","9.1","0.4","72","0.0"
"","DD","333","0","7.5","6.8","0.7","92","0.0"
"","DNH","769","0","17.8","16.6","1.2","86","0.0"
"","Essar steel","438","0","7.7","7.8","-0.1","172","0.0"
"SR","Andhra Pradesh","8147","0","166.2","47.2","4.0","712","0.1"
"","Telangana","9106","0","178.5","75.2","-1.7","418","0.1"
"","Karnataka","10125","0","210.4","91.4","2.2","605","0.1"
"","Kerala","3513","0","66.9","53.2","0.3","264","0.0"
"","Tamil Nadu","13417","0","282.0","142.9","2.9","514","0.1"
"","Pondy","317","0","6.2","6.8","-0.6","18","0.0"
"ER","Bihar","4422","0","73.8","66.3","1.2","385","0.0"
"","DVC","2974","0","69.5","-42.5","-0.9","302","0.0"
"","Jharkhand","1108","0","24.9","14.5","0.8","165","0.0"
"","Odisha","4019","0","74.4","19.1","3.4","435","0.0"
"","West Bengal","6314","0","109.1","15.7","2.2","445","0.0"
"","Sikkim","112","0","1.8","1.5","0.3","20","0.0"
"NER","Arunachal Pradesh","97","4","2.1","1.8","0.3","39","0.0"
"","Assam","1416","5","23.8","19.0","2.3","135","0.1"
"","Manipur","187","5","2.7","2.8","-0.2","25","0.0"
"","Meghalaya","303","1","6.2","3.4","-0.2","45","0.0"
"","Mizoram","91","4","1.8","1.1","0.0","22","0.0"
"","Nagaland","110","11","1.9","1.8","0.0","38","0.1"
"","Tripura","220","1","3.3","2.7","0.0","55","0.0"
