"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10190","0","236.7","134.8","-1.6","105"
"","Haryana","8306","0","176.0","134.2","-2.2","196"
"","Rajasthan","8012","0","174.9","57.3","0.6","261"
"","Delhi","5414","0","107.6","88.3","0.0","199"
"","UP","15154","0","323.8","145.7","0.6","429"
"","Uttarakhand","1844","75","39.1","20.5","0.5","255"
"","HP","1226","0","25.6","4.6","1.7","264"
"","J&K","1480","370","32.9","14.1","-3.7","41"
"","Chandigarh","291","0","6.1","6.6","-0.5","2"
"WR","Chhattisgarh","3305","50","74.7","24.5","0.8","690"
"","Gujarat","10892","0","254.1","70.3","-2.9","554"
"","MP","5945","0","125.5","66.4","-5.8","1032"
"","Maharashtra","15541","0","339.9","100.7","5.7","545"
"","Goa","440","0","8.9","7.1","1.2","98"
"","DD","259","0","6.1","5.4","0.7","74"
"","DNH","725","0","16.8","16.9","-0.1","8"
"","Essar steel","538","0","10.4","10.0","0.4","145"
"SR","Andhra Pradesh","6945","0","157.1","26.3","5.7","520"
"","Telangana","6050","0","134.6","80.7","0.2","247"
"","Karnataka","8045","0","166.0","69.5","6.4","540"
"","Kerala","3141","0","60.0","39.6","1.3","295"
"","Tamil Nadu","14686","0","318.3","127.7","1.8","580"
"","Pondy","349","0","7.3","7.4","0.0","47"
"ER","Bihar","3433","100","73.9","71.1","1.5","100"
"","DVC","2705","0","62.4","-28.5","2.7","140"
"","Jharkhand","1183","0","22.6","17.5","-1.2","80"
"","Odisha","3940","0","79.4","27.5","1.5","200"
"","West Bengal","8021","0","159.4","42.1","0.2","150"
"","Sikkim","91","0","1.3","1.5","-0.2","30"
"NER","Arunachal Pradesh","110","1","2.1","1.7","0.5","38"
"","Assam","1495","109","29.3","21.8","3.5","229"
"","Manipur","137","1","1.8","1.9","-0.1","33"
"","Meghalaya","288","0","4.2","0.2","0.3","57"
"","Mizoram","74","1","1.2","1.0","0.2","38"
"","Nagaland","100","2","1.8","1.7","0.0","10"
"","Tripura","234","0","4.3","3.0","1.3","83"
