"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4455","0","93.9","50.9","-0.4","420"
"","Haryana","5611","0","100.3","67.1","-1.1","356"
"","Rajasthan","9137","0","186.6","57.0","1.7","469"
"","Delhi","2828","0","58.5","48.8","0.6","221"
"","UP","15053","0","299.0","127.3","-3.0","627"
"","Uttarakhand","1424","0","27.5","14.9","-2.2","125"
"","HP","978","0","17.7","10.1","-0.2","140"
"","J&K","1829","457","37.1","31.7","-4.3","0"
"","Chandigarh","155","0","2.8","3.4","-0.5","2"
"WR","Chhattisgarh","2912","0","68.4","10.0","-1.7","221"
"","Gujarat","9864","0","220.8","56.4","-0.9","413"
"","MP","8911","0","195.8","117.6","-2.6","573"
"","Maharashtra","17744","0","382.4","106.7","0.9","453"
"","Goa","362","0","7.0","7.6","-1.1","0"
"","DD","231","0","3.6","3.8","-0.2","3"
"","DNH","690","0","11.5","11.9","-0.4","106"
"","Essar steel","352","0","7.1","6.8","0.3","211"
"SR","Andhra Pradesh","7043","0","154.8","27.2","2.4","332"
"","Telangana","7213","0","145.8","66.2","0.6","496"
"","Karnataka","9023","0","197.0","76.7","6.4","631"
"","Kerala","3131","0","59.4","51.6","2.3","231"
"","Tamil Nadu","10441","0","230.9","115.0","2.4","738"
"","Pondy","252","0","5.5","5.6","-0.2","14"
"ER","Bihar","3661","250","70.5","68.9","-1.2","172"
"","DVC","2485","0","60.8","-28.9","0.0","145"
"","Jharkhand","1145","0","22.0","15.2","0.5","78"
"","Odisha","3768","0","71.1","17.3","-1.0","250"
"","West Bengal","7514","0","127.3","28.9","-1.9","201"
"","Sikkim","64","0","1.1","1.1","0.0","18"
"NER","Arunachal Pradesh","123","7","2.1","1.9","0.2","14"
"","Assam","1440","3","25.1","17.9","2.1","167"
"","Manipur","134","4","2.2","2.0","0.2","10"
"","Meghalaya","277","4","5.2","2.4","1.0","59"
"","Mizoram","71","5","1.4","1.3","0.0","14"
"","Nagaland","104","5","2.0","1.7","0.2","30"
"","Tripura","251","0","4.3","3.4","0.8","101"
