"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4949","0","87.3","38.1","0.8","172"
"","Haryana","6194","0","114.1","43.0","-0.6","281"
"","Rajasthan","9494","0","205.1","66.6","5.2","783"
"","Delhi","4069","0","70.4","49.5","0.1","303"
"","UP","9980","2970","230.7","77.9","-0.2","350"
"","Uttarakhand","1867","0","36.0","24.8","0.8","109"
"","HP","1298","29","24.1","19.3","0.4","120"
"","J&K","1931","341","42.3","36.1","1.7","212"
"","Chandigarh","235","0","4.0","3.8","0.3","32"
"WR","Chhattisgarh","2951","96","68.7","18.0","1.5","187"
"","Gujarat","10475","0","221.3","25.3","-1.2","577"
"","MP","9064","0","172.8","77.2","-1.0","540"
"","Maharashtra","18967","559","367.4","104.6","-4.1","650"
"","Goa","382","0","7.6","7.6","-0.6","138"
"","DD","243","0","5.3","5.7","-0.4","16"
"","DNH","625","0","14.6","14.8","0.0","20"
"","Essar steel","336","0","7.2","7.2","0.0","174"
"SR","Andhra Pradesh","5965","0","127.4","18.8","1.4","399"
"","Telangana","5968","100","118.0","64.0","2.9","473"
"","Karnataka","8096","900","174.1","28.4","3.1","344"
"","Kerala","3252","135","58.3","42.7","2.3","289"
"","Tamil Nadu","10763","576","221.9","84.5","0.5","520"
"","Pondy","253","0","4.9","5.1","-0.2","28"
"ER","Bihar","2626","0","53.2","53.5","-2.7","220"
"","DVC","2467","0","56.9","-23.6","-0.4","200"
"","Jharkhand","953","0","21.8","11.4","0.1","140"
"","Odisha","3337","0","61.8","17.2","1.7","290"
"","West Bengal","6604","19","107.7","20.2","1.6","330"
"","Sikkim","126","0","1.3","1.1","0.2","45"
"NER","Arunachal Pradesh","102","8","1.7","1.3","0.4","39"
"","Assam","1098","81","19.1","12.0","1.7","799"
"","Manipur","137","5","2.3","2.0","0.2","31"
"","Meghalaya","328","2","5.2","4.7","-1.0","27"
"","Mizoram","78","7","1.1","0.9","0.2","32"
"","Nagaland","115","5","1.7","1.4","0.0","41"
"","Tripura","166","43","3.0","-0.9","1.6","107"
