"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9272","0","216.0","124.4","0.2","118"
"","Haryana","8160","0","170.4","107.4","-0.9","185"
"","Rajasthan","7582","0","164.6","37.9","-2.3","244"
"","Delhi","5308","0","107.2","79.4","0.2","389"
"","UP","10633","3425","250.3","118.8","2.1","297"
"","Uttarakhand","1611","75","33.4","12.6","0.0","91"
"","HP","1182","0","24.8","0.6","0.8","143"
"","J&K","1703","100","29.3","18.5","0.4","176"
"","Chandigarh","292","0","5.7","5.4","0.3","40"
"WR","Chhattisgarh","1367","0","57.3","14.4","-3.2","92"
"","Gujarat","10756","0","238.8","39.8","-2.6","360"
"","MP","5859","0","120.5","76.2","-0.5","490"
"","Maharashtra","16043","68","352.4","93.0","2.6","571"
"","Goa","346","0","7.4","6.7","0.3","49"
"","DD","272","0","6.1","5.1","1.0","130"
"","DNH","644","0","14.7","14.7","0.0","58"
"","Essar steel","367","0","5.0","6.2","-1.2","11"
"SR","Andhra Pradesh","5661","450","132.9","32.2","1.1","281"
"","Telangana","5475","450","121.3","69.7","2.2","341"
"","Karnataka","7619","500","156.5","20.2","1.0","411"
"","Kerala","3007","450","54.4","26.4","2.2","278"
"","Tamil Nadu","13058","0","278.2","74.2","1.1","384"
"","Pondy","316","15","6.8","6.5","0.2","41"
"ER","Bihar","2153","280","43.7","45.7","-4.4","100"
"","DVC","2552","0","56.5","-9.2","0.4","200"
"","Jharkhand","851","0","17.1","14.1","-1.9","60"
"","Odisha","3240","0","62.3","26.2","-2.1","260"
"","West Bengal","7044","0","139.0","38.8","-0.4","250"
"","Sikkim","78","0","1.3","1.1","0.1","20"
"NER","Arunachal Pradesh","112","2","1.7","1.8","-0.1","21"
"","Assam","1037","288","23.2","15.0","2.6","140"
"","Manipur","117","3","1.6","2.3","-0.7","38"
"","Meghalaya","261","4","4.0","1.2","-0.5","103"
"","Mizoram","74","1","1.0","1.2","-0.4","13"
"","Nagaland","104","4","1.6","1.5","0.0","30"
"","Tripura","208","7","2.9","1.6","-0.5","62"
