"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4956","0","93.0","43.7","-0.5","210","0.0"
"","Haryana","5978","125","112.4","66.3","1.3","262","0.1"
"","Rajasthan","9897","395","208.8","60.9","4.9","423","6.6"
"","Delhi","3649","11","65.7","51.7","-1.2","218","0.0"
"","UP","12951","10","281.7","103.9","-1.1","312","0.0"
"","Uttarakhand","1719","0","33.6","15.1","1.7","160","0.3"
"","HP","1433","5","25.3","17.3","0.2","133","0.0"
"","J&K","1833","458","37.7","34.4","-2.7","44","8.9"
"","Chandigarh","174","0","3.2","3.4","-0.2","9","0.0"
"WR","Chhattisgarh","3268","0","70.1","10.1","-1.1","107","0.2"
"","Gujarat","14826","0","324.3","85.7","3.3","692","0.0"
"","MP","11314","0","238.0","167.2","4.1","587","0.0"
"","Maharashtra","21224","0","444.9","130.4","-2.6","587","0.0"
"","Goa","500","0","9.8","9.5","0.3","50","0.0"
"","DD","333","0","7.4","6.6","0.8","70","0.0"
"","DNH","772","0","17.3","16.3","1.0","16","0.0"
"","Essar steel","434","0","8.6","8.9","-0.4","170","0.0"
"SR","Andhra Pradesh","7201","0","157.1","44.0","0.8","474","0.0"
"","Telangana","7607","0","161.9","62.6","-2.4","322","0.0"
"","Karnataka","8247","400","180.0","75.4","3.5","655","0.5"
"","Kerala","3121","0","63.1","47.8","0.5","151","0.0"
"","Tamil Nadu","12421","0","251.1","118.0","1.8","547","0.0"
"","Pondy","318","0","6.5","7.0","-0.5","21","0.0"
"ER","Bihar","3744","100","66.6","59.4","1.9","398","0.6"
"","DVC","2845","0","63.6","-21.8","2.9","412","0.9"
"","Jharkhand","990","0","21.1","14.5","1.3","145","0.5"
"","Odisha","3742","0","71.5","31.7","3.7","456","0.8"
"","West Bengal","7070","0","122.1","33.6","2.8","498","0.0"
"","Sikkim","102","0","1.9","1.5","0.3","20","0.0"
"NER","Arunachal Pradesh","111","8","2.4","1.9","0.5","43","0.1"
"","Assam","1372","95","24.2","16.7","2.8","268","1.0"
"","Manipur","158","7","2.3","2.5","-0.2","35","0.1"
"","Meghalaya","288","4","5.0","1.8","-0.2","40","0.0"
"","Mizoram","79","6","1.4","1.2","0.1","45","0.1"
"","Nagaland","121","8","2.2","1.6","0.1","28","0.1"
"","Tripura","218","2","3.3","3.0","-0.4","57","0.0"
