"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5657","0","118.1","79.1","-2.3","145"
"","Haryana","5545","0","112.4","89.0","0.6","324"
"","Rajasthan","7920","0","169.2","51.3","-1.5","136"
"","Delhi","4039","0","87.7","68.9","-0.7","160"
"","UP","12251","1550","270.1","124.3","2.6","357"
"","Uttarakhand","1643","75","35.5","20.0","1.0","140"
"","HP","1219","0","25.2","4.9","2.0","273"
"","J&K","1510","100","29.2","16.5","-1.4","149"
"","Chandigarh","237","0","4.8","4.5","0.4","25"
"WR","Chhattisgarh","3086","60","69.0","17.3","0.6","279"
"","Gujarat","12887","0","280.7","44.1","-4.4","388"
"","MP","6853","24","147.1","78.3","-2.9","355"
"","Maharashtra","17903","175","402.8","119.3","0.0","779"
"","Goa","433","2","9.1","9.2","-0.5","63"
"","DD","280.82","1","6.3","6.4","0.0","28"
"","DNH","664","2","15.5","15.5","0.0","34"
"","Essar steel","549","2","11.2","11.5","-0.3","33"
"SR","Andhra Pradesh","10675","600","218.8","72.2","1.9","401"
"","Karnataka","7102","400","145.5","26.4","1.3","391"
"","Kerala","3197","150","60.1","35.0","2.0","358"
"","Tamil Nadu","11402","785","253.9","85.2","1.2","331"
"","Pondy","331","0","6.6","6.6","0.0","34"
"ER","Bihar","2098","400","42.3","39.1","3.1","280"
"","DVC","2599","0","56.3","-13.1","-2.2","230"
"","Jharkhand","1044","0","20.5","9.9","-0.1","150"
"","Odisha","3569","0","66.8","22.8","-1.3","250"
"","West Bengal","6919","9","135.6","32.6","-2.7","450"
"","Sikkim","37","0","0.4","1.4","-1.0","10"
"NER","Arunachal Pradesh","103","1","1.6","2.3","-0.7","0"
"","Assam","1090","175","17.9","10.1","2.8","174"
"","Manipur","99","3","1.5","1.8","-0.3","8"
"","Meghalaya","262","8","4.4","1.6","0.3","92"
"","Mizoram","72","2","1.1","1.2","-0.4","7"
"","Nagaland","93","4","1.6","1.7","-0.4","9"
"","Tripura","212","7","2.6","-0.1","0.6","94"
