"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5768","0","105.4","19.2","-0.3","96","0.0"
"","Haryana","6671","0","123.3","60.4","2.1","386","1.4"
"","Rajasthan","10681","34","209.3","70.4","2.1","361","0.7"
"","Delhi","4181","0","68.6","53.4","-1.4","198","0.0"
"","UP","14278","0","305.3","109.9","1.7","643","0.9"
"","Uttarakhand","2094","0","38.3","27.9","0.4","216","0.0"
"","HP","1553","0","26.6","21.9","0.2","160","1.0"
"","J&K","2197","549","46.7","44.1","-1.7","72","11.0"
"","Chandigarh","235","0","3.7","4.0","-0.3","11","0.0"
"WR","Chhattisgarh","3421","0","73.3","11.6","-1.1","338","0.0"
"","Gujarat","14072","0","296.2","102.3","2.1","455","0.0"
"","MP","11938","0","225.2","132.4","-1.8","353","0.0"
"","Maharashtra","20094","0","405.2","127.7","1.1","271","0.0"
"","Goa","436","0","9.2","8.3","0.5","42","0.0"
"","DD","328","0","7.0","6.4","0.5","40","0.0"
"","DNH","755","0","17.3","16.6","0.7","55","0.0"
"","Essar steel","448","0","8.7","8.9","-0.2","185","0.0"
"SR","Andhra Pradesh","8140","0","162.2","51.3","1.0","412","0.1"
"","Telangana","9262","0","177.8","81.1","-3.4","570","0.1"
"","Karnataka","9776","0","202.6","89.4","4.7","416","0.1"
"","Kerala","3480","0","64.2","51.1","0.4","191","0.0"
"","Tamil Nadu","13779","0","288.9","154.3","4.2","560","0.1"
"","Pondy","307","0","6.0","6.8","-0.7","33","0.0"
"ER","Bihar","4102","0","71.5","69.9","-2.5","200","0.0"
"","DVC","2831","0","69.2","-28.3","-1.1","190","0.0"
"","Jharkhand","1085","0","24.8","13.4","1.2","45","0.0"
"","Odisha","3706","0","68.5","25.7","1.5","250","0.0"
"","West Bengal","6399","0","103.3","11.7","0.4","225","0.0"
"","Sikkim","106","0","1.6","2.0","-0.4","10","0.0"
"NER","Arunachal Pradesh","127","1","2.3","2.1","0.2","56","0.0"
"","Assam","1401","21","22.8","19.4","0.6","172","0.3"
"","Manipur","185","2","2.8","2.8","0.0","23","0.0"
"","Meghalaya","320","0","6.7","4.0","-0.1","45","0.0"
"","Mizoram","88","1","1.8","1.0","0.1","26","0.0"
"","Nagaland","125","1","2.0","1.9","-0.1","21","0.0"
"","Tripura","224","0","3.5","1.7","0.1","29","0.0"
