"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5172","0","103.5","61.5","1.3","210"
"","Haryana","6002","0","107.9","74.0","-2.6","133"
"","Rajasthan","8051","0","176.4","55.4","2.4","318"
"","Delhi","3454","113","67.6","62.1","1.4","278"
"","UP","11878","1530","243.8","110.2","3.9","412"
"","Uttarakhand","1607","0","33.5","23.4","3.1","254"
"","HP","1299","0","24.0","14.8","1.6","195"
"","J&K","2311","578","46.2","26.5","6.8","628"
"","Chandigarh","195","0","3.6","3.4","0.3","23"
"WR","Chhattisgarh","3758","96","79.7","28.2","-2.3","133"
"","Gujarat","13175","0","298.3","74.1","-0.5","734"
"","MP","7905","0","172.2","106.9","-1.0","281"
"","Maharashtra","19637","0","434.0","136.9","0.6","585"
"","Goa","452","0","9.8","8.5","0.7","32"
"","DD","298","0","6.6","6.6","0.1","39"
"","DNH","720","0","16.5","16.5","0.0","54"
"","Essar steel","618","0","12.6","11.4","1.2","193"
"SR","Andhra Pradesh","7153","0","155.1","27.6","0.1","583"
"","Telangana","6438","0","148.1","89.4","0.3","465"
"","Karnataka","9411","500","210.9","64.9","-1.0","575"
"","Kerala","3850","0","75.7","52.1","2.3","165"
"","Tamil Nadu","14275","0","323.6","158.9","2.9","438"
"","Pondy","343","0","7.4","7.7","-0.3","17"
"ER","Bihar","3519","100","66.9","62.2","2.3","400"
"","DVC","2676","0","62.6","-35.3","-0.1","190"
"","Jharkhand","1112","0","22.7","13.0","-0.2","250"
"","Odisha","3663","0","75.4","28.1","1.1","230"
"","West Bengal","6925","73","142.7","42.3","0.8","300"
"","Sikkim","97","0","1.2","1.5","-0.3","20"
"NER","Arunachal Pradesh","109","1","1.9","1.5","0.5","46"
"","Assam","1344","57","22.5","14.5","4.1","224"
"","Manipur","133","2","2.4","2.2","0.2","25"
"","Meghalaya","275","0","3.9","2.2","0.2","85"
"","Mizoram","73","1","1.3","1.1","0.2","28"
"","Nagaland","104","1","2.3","1.6","0.7","26"
"","Tripura","339","2","5.2","2.9","-0.1","56"
