"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4869","0","101.5","47.5","-0.4","140","0.0"
"","Haryana","6484","0","117.9","85.5","1.4","235","0.0"
"","Rajasthan","9513","0","196.3","67.7","1.1","194","0.0"
"","Delhi","3600","0","69.9","57.4","-0.7","177","0.0"
"","UP","12870","0","286.1","117.3","0.6","310","2.0"
"","Uttarakhand","1764","0","33.8","14.5","-0.1","132","0.0"
"","HP","1425","0","25.3","15.4","1.2","180","0.0"
"","J&K","1902","476","38.5","33.1","0.1","119","9.3"
"","Chandigarh","172","0","3.2","4.0","-0.8","0","0.0"
"WR","Chhattisgarh","3422","0","74.5","15.6","-2.1","127","0.0"
"","Gujarat","14896","0","316.0","86.0","-0.5","598","0.0"
"","MP","10621","0","227.3","162.0","1.6","627","0.2"
"","Maharashtra","19925","0","420.7","127.4","-1.3","354","0.0"
"","Goa","425","0","9.1","9.4","-0.3","24","0.0"
"","DD","328","0","7.1","6.1","1.1","83","0.0"
"","DNH","762","0","17.0","15.8","1.2","108","0.0"
"","Essar steel","458","0","9.7","9.4","0.3","189","0.0"
"SR","Andhra Pradesh","7233","0","157.9","53.6","0.6","473","0.0"
"","Telangana","7149","0","155.2","44.2","-0.1","427","0.0"
"","Karnataka","8104","0","173.4","61.6","1.6","498","0.0"
"","Kerala","3407","0","66.5","49.2","1.1","291","0.0"
"","Tamil Nadu","12160","0","264.7","157.2","2.9","502","0.0"
"","Pondy","319","0","6.2","6.7","-0.5","26","0.0"
"ER","Bihar","3670","0","67.5","59.3","1.2","365","0.0"
"","DVC","2945","100","66.6","-21.7","2.6","455","0.4"
"","Jharkhand","1178","0","21.8","15.5","0.4","125","0.0"
"","Odisha","4234","0","80.3","40.7","4.2","465","0.0"
"","West Bengal","6862","0","114.5","25.8","2.0","385","0.0"
"","Sikkim","97","0","1.3","1.3","0.0","20","0.0"
"NER","Arunachal Pradesh","139","0","2.3","2.2","0.1","7","0.0"
"","Assam","1311","196","23.0","16.4","0.9","139","1.4"
"","Manipur","163","2","2.1","2.6","-0.5","19","0.0"
"","Meghalaya","288","0","5.3","1.6","-0.2","59","0.0"
"","Mizoram","84","0","1.4","1.4","-0.1","15","0.0"
"","Nagaland","110","0","1.9","1.7","-0.3","19","0.0"
"","Tripura","251","1","3.4","2.7","-0.1","75","0.1"
