"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8560","0","196.2","122.3","0.4","176"
"","Haryana","7879","0","163.7","107.8","-1.2","183"
"","Rajasthan","6042","0","131.5","35.6","-0.2","243"
"","Delhi","4476","0","88.8","71.5","-3.4","324"
"","UP","11099","3175","245.3","129.5","3.3","610"
"","Uttarakhand","1541","0","33.0","17.2","-0.8","98"
"","HP","1114","0","23.2","-3.6","0.0","77"
"","J&K","1565","100","28.1","16.5","-2.1","131"
"","Chandigarh","265","0","5.0","5.2","-0.1","51"
"WR","Chhattisgarh","2588","42","61.2","16.6","-0.8","185"
"","Gujarat","8725","0","192.0","23.4","-1.9","242"
"","MP","6236","0","127.3","70.5","-1.5","151"
"","Maharashtra","15499","51","345.7","116.0","1.1","735"
"","Goa","307","0","6.7","6.8","-0.6","30"
"","DD","230","0","6.1","5.1","1.0","90"
"","DNH","672","0","15.4","14.3","1.1","35"
"","Essar steel","363","0","7.1","8.1","-0.9","11"
"SR","Andhra Pradesh","6260","300","142.7","35.4","2.1","569"
"","Telangana","6233","800","138.3","63.3","4.6","505"
"","Karnataka","7237","300","148.8","20.1","3.4","328"
"","Kerala","2804","150","51.1","25.9","2.1","231"
"","Tamil Nadu","10866","0","241.2","71.9","-0.2","353"
"","Pondy","277","0","6.0","6.0","0.0","24"
"ER","Bihar","2374","150","47.2","47.0","-2.3","180"
"","DVC","2370","100","55.6","-8.1","0.4","210"
"","Jharkhand","922","0","18.7","12.7","-0.6","100"
"","Odisha","3577","0","68.7","22.7","0.7","250"
"","West Bengal","6669","0","131.9","40.5","0.4","225"
"","Sikkim","77","0","0.9","1.2","-0.2","23"
"NER","Arunachal Pradesh","105","4","1.7","1.8","-0.1","27"
"","Assam","1207","172","24.8","17.3","2.3","102"
"","Manipur","120","4","1.7","2.3","-0.6","34"
"","Meghalaya","251","24","4.3","1.0","-0.4","45"
"","Mizoram","76","3","1.1","1.2","-0.4","13"
"","Nagaland","109","1","1.6","1.7","-0.4","24"
"","Tripura","235","5","2.9","1.6","-0.4","44"
